,nbti,like,think,people,one,know,really,would,thing,time,get,link,feel,type,make,much,well,say,friend,love,way,want,good,see,something,also,lot,go,even,always,life,someone,could,never,though,year,find,thought,need,infp,actually,extraverted
3763,INFJ,8,1,1,13,8,2,7,10,9,1,1,3,3,5,5,1,5,5,9,7,3,2,3,1,0,2,4,2,2,1,2,1,3,7,6,1,4,1,0,0,introverted
3764,INFJ,15,3,6,9,7,0,3,10,2,4,2,7,2,2,3,4,4,4,0,7,2,2,3,1,1,2,5,0,3,0,1,1,2,4,3,2,4,4,0,0,introverted
3765,INFP,12,11,4,14,9,12,2,8,7,6,5,5,1,5,1,5,5,2,4,8,3,5,7,3,1,4,15,2,6,0,5,3,2,10,0,0,3,1,0,4,introverted
3766,ENTJ,12,1,3,15,6,2,3,7,4,4,5,3,2,3,2,4,5,4,4,2,5,5,9,1,1,4,18,2,1,0,0,3,1,3,1,1,0,1,0,1,extraverted
3767,ESTP,8,6,7,11,5,3,9,1,3,2,0,2,3,1,1,4,0,4,3,5,2,3,1,0,0,1,9,2,0,1,1,1,1,1,1,0,0,1,1,1,extraverted
3768,ENFP,4,3,1,3,5,2,0,4,2,1,0,3,2,1,1,3,0,1,4,5,2,3,2,2,2,1,5,1,0,1,0,0,0,1,0,1,1,2,0,0,extraverted
3769,INTP,8,10,6,19,2,2,11,10,10,4,4,3,0,2,4,6,3,0,2,6,1,2,4,1,4,0,10,3,2,2,5,1,4,7,1,2,7,2,1,3,introverted
3770,INTJ,3,1,2,2,4,1,2,0,2,1,15,1,2,2,0,3,3,2,2,4,1,2,3,0,2,0,7,1,1,3,0,0,3,4,2,1,4,1,0,2,introverted
3771,INFP,5,10,4,10,7,3,7,13,9,5,8,6,3,5,2,3,1,2,7,7,2,0,5,4,2,1,17,4,1,2,1,2,1,4,1,1,2,2,10,0,introverted
3772,INTJ,7,10,2,8,8,2,6,5,4,5,1,4,2,4,0,4,2,2,0,3,9,0,4,2,1,2,3,2,2,3,2,4,2,3,2,4,2,4,1,0,introverted
3773,ENFJ,6,4,3,10,7,3,4,16,7,4,0,6,7,1,2,3,5,1,3,7,1,2,5,2,0,4,18,3,3,3,2,3,4,3,10,2,2,3,0,0,extraverted
3774,ENFP,12,14,10,12,4,11,4,11,6,11,2,6,9,3,7,1,2,4,1,11,2,2,8,0,0,6,5,5,7,1,5,2,4,2,0,0,1,4,2,1,extraverted
3775,INFJ,6,7,0,9,8,4,5,10,5,3,1,4,1,3,4,5,3,0,3,9,1,1,9,1,3,3,12,1,3,3,1,2,2,5,2,2,2,0,1,2,introverted
3776,INFJ,9,7,10,9,2,4,3,7,10,8,1,3,3,0,0,4,3,2,2,3,2,3,5,3,3,0,13,2,0,1,1,4,2,8,2,1,3,1,2,0,introverted
3777,ENFJ,4,18,7,21,14,0,13,12,5,10,1,5,3,2,5,8,9,8,4,5,3,5,5,2,0,4,7,1,1,1,3,1,1,5,3,6,3,2,0,2,extraverted
3778,ISTP,7,6,10,15,2,3,10,10,7,8,4,5,3,3,2,4,3,5,2,5,6,6,4,2,3,4,19,1,2,5,3,2,0,3,3,2,2,0,0,0,introverted
3779,ISTJ,12,5,8,13,9,5,2,15,4,1,1,5,1,4,4,2,8,4,4,6,6,2,8,3,4,1,13,2,2,2,2,0,4,7,0,2,5,6,0,8,introverted
3780,INTP,7,8,4,11,4,1,5,7,10,7,1,4,6,9,4,6,8,2,0,2,4,6,5,2,2,2,13,1,0,2,1,3,1,3,1,4,2,3,0,3,introverted
3781,ENTP,13,9,6,10,4,2,7,10,0,6,3,4,15,8,1,0,6,1,0,11,1,1,6,1,3,0,7,6,3,0,1,0,0,10,2,0,5,3,1,4,extraverted
3782,ISTP,18,4,5,23,12,2,8,26,6,9,2,5,4,2,3,3,10,9,3,7,6,2,3,9,1,3,12,3,2,2,4,1,4,6,1,0,5,1,0,1,introverted
3783,INTP,9,8,3,9,4,1,2,7,4,8,5,2,0,1,2,3,3,3,2,4,1,8,9,4,3,1,18,2,0,1,1,4,4,7,0,1,3,0,0,3,introverted
3784,INTJ,7,8,5,15,5,4,5,12,7,6,1,6,1,4,1,1,8,4,2,10,3,4,2,3,1,5,12,0,6,2,2,1,3,3,8,2,1,4,0,2,introverted
3785,INTP,6,5,5,13,2,0,5,3,2,2,0,2,2,3,4,2,7,2,0,3,2,0,7,1,2,2,7,0,0,2,4,2,1,3,1,2,1,2,0,0,introverted
3786,INFP,18,13,4,13,1,1,3,8,3,5,6,4,1,1,2,6,0,1,1,5,3,2,6,3,1,1,7,2,3,2,0,4,1,4,0,0,4,0,0,0,introverted
3787,INTJ,6,7,8,10,2,6,4,10,3,7,2,4,5,1,1,2,5,6,2,10,6,4,4,3,6,5,8,2,4,3,4,4,0,6,2,9,4,0,0,3,introverted
3788,INTP,5,3,7,8,0,3,3,3,1,1,3,6,6,3,0,0,1,0,0,3,0,1,3,0,1,3,8,0,1,2,1,0,0,1,0,0,1,1,6,2,introverted
3789,INFP,10,9,1,19,4,7,4,12,4,1,3,15,0,2,3,0,0,1,12,2,1,3,8,1,2,2,6,5,1,1,5,5,1,1,2,6,0,2,7,0,introverted
3790,ENFP,14,8,5,13,8,2,5,9,6,2,1,6,8,2,6,5,3,4,2,11,0,3,29,3,1,3,10,1,5,1,2,2,3,3,4,1,3,3,0,1,extraverted
3791,INTP,7,4,3,12,5,7,3,4,1,6,0,1,5,1,1,2,1,4,2,3,8,2,1,0,2,4,9,1,1,2,1,1,2,1,2,1,1,1,0,1,introverted
3792,INFJ,5,2,6,9,5,9,4,10,3,9,6,4,4,3,1,5,3,8,3,5,4,6,2,1,5,4,17,0,1,1,0,3,0,6,1,2,3,0,1,0,introverted
3793,INTJ,13,7,15,20,10,5,6,9,9,1,2,2,5,2,2,2,0,2,2,5,1,2,8,3,4,2,9,3,0,2,5,0,3,5,2,5,2,4,1,2,introverted
3794,INFP,14,6,2,12,5,6,5,7,2,2,4,3,0,3,2,4,5,0,6,4,2,2,3,3,1,12,7,2,0,1,1,0,2,1,0,1,0,0,7,1,introverted
3795,ENTP,5,2,4,17,9,9,3,9,5,6,3,0,1,3,5,1,2,0,1,10,0,6,6,3,2,1,13,2,2,1,2,1,1,4,2,1,3,3,1,2,extraverted
3796,INTP,5,6,5,20,3,3,4,12,4,5,4,3,0,6,3,1,3,7,2,7,6,3,3,1,3,3,17,5,3,1,7,2,0,1,1,6,0,3,0,0,introverted
3797,INFJ,8,3,9,9,2,2,2,2,6,0,5,0,4,0,1,1,2,0,1,1,5,1,2,0,5,1,7,0,1,1,0,0,1,6,1,0,1,0,0,1,introverted
3798,ENTP,16,8,5,14,5,5,5,4,7,6,0,2,8,5,2,2,2,3,1,4,3,3,6,0,1,4,8,4,1,1,1,1,1,6,0,3,3,3,3,0,extraverted
3799,INFJ,13,15,3,16,4,9,1,9,8,3,2,6,4,2,3,8,8,5,1,8,3,4,8,2,1,3,13,2,2,0,6,3,6,1,2,2,0,2,0,5,introverted
3800,INFJ,14,6,3,13,5,8,6,6,3,4,0,3,11,0,2,6,2,6,1,0,1,1,12,1,4,0,12,2,0,1,0,8,0,7,1,0,4,0,4,6,introverted
3801,ENFP,15,24,12,9,12,6,5,22,2,6,0,11,13,3,5,8,10,4,7,4,3,7,15,3,4,2,14,3,0,2,2,2,1,5,0,3,3,0,6,7,extraverted
3802,ENTP,14,1,7,11,5,4,5,9,4,11,0,7,1,4,5,6,3,2,0,4,0,1,18,1,2,5,12,0,1,1,1,0,1,6,0,2,3,1,3,0,extraverted
3803,INTJ,7,3,3,8,11,2,6,4,6,5,10,2,3,1,1,1,6,2,1,5,2,3,3,0,1,1,14,5,1,6,2,2,2,5,1,0,3,2,2,1,introverted
3804,INFP,0,0,1,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,introverted
3805,INTP,3,6,1,8,6,2,6,6,4,3,12,3,1,5,2,3,2,0,3,1,4,2,3,0,2,1,6,1,1,0,0,3,3,6,1,4,1,0,3,0,introverted
3806,ISFJ,3,1,2,4,2,1,3,0,1,1,0,3,3,0,1,3,4,1,2,3,0,1,1,0,2,1,6,0,0,1,2,0,0,3,1,3,1,3,0,1,introverted
3807,INFP,6,10,4,20,5,6,5,2,11,8,0,2,0,2,4,2,2,7,5,5,6,0,3,2,2,1,13,4,2,4,5,1,2,4,4,0,3,0,5,1,introverted
3808,ENFJ,16,14,9,22,8,5,1,15,6,4,0,17,3,2,5,3,7,2,5,9,3,5,10,6,1,1,21,7,6,4,7,2,5,6,1,5,2,6,0,1,extraverted
3809,INTJ,11,17,9,15,4,9,8,10,1,6,0,6,36,2,5,5,4,0,0,11,1,1,8,2,0,6,5,2,7,1,2,2,1,8,0,3,6,2,0,3,introverted
3810,INFJ,20,5,6,14,11,6,6,10,5,10,1,5,9,4,3,5,3,5,1,11,1,2,2,4,6,3,7,6,7,2,5,2,4,7,11,7,3,6,0,2,introverted
3811,INFJ,7,10,7,16,9,6,7,14,4,4,1,7,4,6,1,9,2,2,1,10,3,8,7,5,3,0,12,3,5,3,1,1,5,9,0,2,3,2,0,2,introverted
3812,ESFP,9,3,4,4,5,5,2,5,3,2,0,5,2,0,1,5,6,4,4,6,3,0,3,3,1,3,10,2,5,0,1,2,0,0,1,0,0,0,3,1,extraverted
3813,INTP,12,4,7,11,5,2,7,10,4,4,2,8,5,3,1,3,3,0,0,5,3,0,4,1,5,0,4,3,2,1,2,3,1,1,2,5,0,2,0,4,introverted
3814,ENTP,6,7,0,12,1,0,3,5,3,3,3,4,0,1,0,3,0,1,2,4,2,3,6,1,0,1,8,2,2,2,1,5,2,4,1,1,1,4,0,1,extraverted
3815,INTP,12,9,5,14,4,6,4,11,7,7,0,5,5,2,2,3,1,0,2,5,3,1,7,4,3,3,13,3,1,0,1,1,0,9,0,3,6,0,0,4,introverted
3816,ISTP,7,5,4,14,3,5,3,8,6,6,1,3,2,8,5,2,3,2,4,7,6,3,4,1,1,2,13,3,4,5,5,4,1,1,4,1,1,3,2,1,introverted
3817,INFP,12,7,2,10,7,9,6,11,11,9,0,14,1,4,3,3,2,3,6,4,5,0,5,6,3,1,13,4,3,5,1,2,4,8,3,0,5,6,4,0,introverted
3818,ENTP,14,3,3,14,4,1,0,13,3,3,4,2,11,0,4,2,5,4,1,11,6,1,2,1,2,3,11,5,2,4,2,0,3,3,0,1,2,1,3,1,extraverted
3819,INTJ,12,1,4,16,3,0,7,8,2,6,4,1,10,3,1,2,3,0,1,5,1,3,15,2,2,0,6,3,1,1,4,2,0,0,0,0,0,1,3,1,introverted
3820,ENFP,7,8,6,14,7,5,2,6,3,5,1,5,5,6,4,2,4,4,2,9,4,2,2,1,5,4,10,2,2,4,3,0,0,2,1,3,1,1,0,0,extraverted
3821,INFP,4,4,6,16,1,1,3,9,6,6,7,5,1,3,3,1,4,4,3,8,3,5,6,1,0,4,18,0,2,2,0,1,0,3,0,0,2,3,3,5,introverted
3822,INFP,13,22,10,13,9,3,0,3,8,6,0,1,3,8,1,1,3,1,1,8,4,1,4,1,1,1,8,4,1,6,1,0,1,6,2,2,2,2,10,3,introverted
3823,INTP,6,1,1,9,11,0,4,9,5,7,8,3,2,2,1,3,2,0,0,1,1,1,9,3,1,1,7,1,1,0,0,4,0,3,1,1,3,0,0,0,introverted
3824,ESTJ,7,7,4,15,3,2,2,5,7,6,0,2,0,1,2,4,5,4,4,4,4,3,1,1,1,2,14,0,0,4,1,1,4,1,1,3,0,4,1,1,extraverted
3825,INFP,6,5,4,8,1,0,4,12,2,1,1,3,1,4,3,1,5,2,2,8,3,1,9,2,0,3,7,0,3,0,0,0,3,0,2,2,0,2,4,1,introverted
3826,ENFP,10,6,4,4,6,1,1,4,6,6,15,3,4,2,0,1,6,3,6,3,3,1,5,3,0,1,5,0,0,5,2,2,2,6,2,0,5,1,2,2,extraverted
3827,INFP,18,10,3,16,8,10,8,11,6,3,2,7,7,3,1,5,4,5,11,18,4,4,10,2,4,5,11,2,2,3,3,6,4,11,0,0,7,2,10,5,introverted
3828,ESFP,8,5,12,8,5,5,10,10,4,7,0,7,7,0,1,1,5,13,2,7,5,5,5,0,3,1,15,2,2,2,1,0,0,2,3,2,1,1,0,1,extraverted
3829,INTP,4,4,8,12,2,5,1,9,4,4,7,1,0,5,2,0,8,3,1,1,4,3,4,3,0,0,8,3,0,3,3,4,6,1,0,1,1,0,0,0,introverted
3830,ENFP,3,9,3,8,5,1,5,5,4,6,0,2,4,5,3,2,3,0,7,4,2,2,1,1,0,1,10,3,2,4,0,4,4,5,4,2,3,7,0,3,extraverted
3831,INFP,5,7,2,9,4,7,0,10,1,3,0,0,4,1,1,7,5,4,1,2,3,4,1,1,1,1,8,1,0,2,5,1,0,0,0,3,0,0,12,0,introverted
3832,ENFP,12,1,4,11,8,4,11,9,4,10,0,4,2,3,3,4,1,2,3,4,5,3,8,1,0,0,13,0,0,2,2,2,3,5,4,3,1,0,0,2,extraverted
3833,INFP,5,1,10,15,6,4,3,11,8,7,1,4,0,1,3,5,1,6,3,12,6,8,6,5,0,3,26,1,5,2,3,0,6,3,2,1,1,0,2,1,introverted
3834,ENFP,16,4,3,20,8,7,5,9,7,3,1,3,8,3,4,3,3,4,7,7,2,2,8,1,2,3,15,3,4,2,3,0,4,5,2,3,1,1,0,0,extraverted
3835,INFP,12,5,8,21,3,8,1,17,9,8,0,11,2,4,6,1,5,8,9,9,3,2,4,7,1,4,8,7,2,2,4,5,2,3,0,0,0,2,5,1,introverted
3836,INFJ,11,8,2,14,8,3,3,11,11,8,0,8,2,0,5,4,4,2,0,9,9,4,6,3,3,1,16,3,6,4,3,0,9,1,4,0,1,3,1,1,introverted
3837,ENTJ,4,2,5,14,4,1,5,3,2,1,3,1,1,2,1,1,2,3,0,3,0,2,2,2,1,1,7,0,1,1,3,2,3,2,3,2,1,0,0,2,extraverted
3838,INTJ,9,6,9,13,4,5,7,12,7,4,5,5,2,0,4,4,5,0,4,5,1,2,2,6,1,1,6,3,1,4,2,0,4,3,1,1,2,2,0,1,introverted
3839,INTJ,11,10,2,11,0,10,3,8,3,3,7,2,0,0,2,2,2,2,5,4,2,4,8,2,4,5,8,2,1,1,2,2,2,1,2,0,1,0,0,0,introverted
3840,INTP,15,10,5,7,6,3,1,10,3,6,1,1,1,4,4,5,3,0,0,3,6,6,12,0,0,1,14,0,2,0,0,0,0,6,3,2,5,2,10,0,introverted
3841,INFJ,10,5,4,9,3,7,5,6,7,3,3,4,2,4,4,7,1,4,2,7,1,3,5,0,1,1,9,8,1,2,1,2,3,6,0,2,1,1,0,1,introverted
3842,INFJ,14,11,8,15,2,10,0,18,11,8,0,4,2,5,5,2,1,5,5,19,2,2,7,5,1,6,17,4,8,2,2,3,6,9,6,5,6,1,0,0,introverted
3843,ENTP,7,5,5,11,2,2,1,9,4,4,8,5,1,4,0,1,1,2,0,2,1,0,2,1,1,4,8,2,0,5,5,4,0,3,1,0,2,1,0,0,extraverted
3844,INTP,14,9,9,11,6,4,2,6,5,8,0,6,1,3,3,1,3,11,9,10,8,7,2,2,2,2,14,0,3,2,0,1,2,5,2,3,1,3,0,3,introverted
3845,INFJ,13,5,8,14,7,6,7,7,4,6,9,10,9,3,3,6,1,4,4,5,3,2,2,2,4,3,9,3,2,0,0,0,0,4,1,2,0,1,2,2,introverted
3846,INFJ,6,6,6,19,4,4,1,15,1,6,1,12,0,2,2,8,3,4,0,11,1,3,2,3,5,1,10,1,3,1,0,4,2,2,0,0,1,2,1,0,introverted
3847,INFJ,3,3,2,3,2,0,2,1,4,3,0,0,8,2,0,0,1,2,1,7,2,2,3,1,2,1,3,2,3,0,0,1,1,1,1,0,1,0,1,0,introverted
3848,INFP,16,5,4,17,10,2,6,10,4,5,2,5,1,0,4,3,3,3,5,6,1,3,3,3,1,3,13,1,3,3,4,6,4,1,2,3,1,3,3,3,introverted
3849,INTP,8,6,3,18,11,1,8,7,2,2,2,5,4,2,1,6,3,9,1,4,3,6,11,2,0,6,13,2,1,1,2,1,5,1,2,2,1,1,0,2,introverted
3850,INTJ,4,5,3,4,2,1,1,6,6,4,0,0,0,2,2,0,0,3,3,1,1,2,2,3,1,2,9,0,0,2,1,0,0,1,2,1,0,0,0,1,introverted
3851,INTP,12,2,7,28,10,4,6,8,10,6,0,5,0,5,5,1,2,10,3,7,2,2,6,1,2,5,15,5,6,2,6,2,6,7,6,2,5,4,0,2,introverted
3852,ENTP,7,11,11,15,10,5,9,6,3,7,0,2,13,4,3,6,9,1,1,3,4,2,8,1,5,4,8,2,2,2,4,8,3,0,0,1,0,1,5,2,extraverted
3853,INFP,20,3,14,15,7,11,8,6,9,4,1,7,12,5,3,2,8,2,5,5,1,3,4,1,5,2,6,3,4,2,8,4,2,3,1,3,3,4,8,2,introverted
3854,ENTP,18,1,5,17,8,5,7,15,11,11,9,3,1,4,3,1,3,4,7,5,2,4,2,7,2,1,12,6,2,1,0,2,2,4,4,3,3,2,0,3,extraverted
3855,ISFJ,1,1,0,0,4,0,0,1,3,1,30,0,0,2,1,0,0,1,2,1,1,0,3,0,1,0,3,1,0,4,0,0,0,1,0,0,0,0,0,0,introverted
3856,INFP,5,4,0,5,2,1,4,4,5,2,28,1,0,1,2,3,1,0,4,3,2,0,3,1,2,0,6,1,1,2,0,2,4,2,3,1,1,0,5,0,introverted
3857,INTP,9,3,3,4,5,4,2,10,2,2,3,0,0,0,1,1,2,1,2,2,4,1,2,3,1,0,7,1,1,4,1,2,2,1,7,1,0,0,0,2,introverted
3858,ENFP,2,10,4,11,5,1,3,6,1,8,0,1,9,6,1,1,4,4,0,6,7,1,3,2,5,3,3,1,1,0,2,6,3,1,1,0,0,5,2,0,extraverted
3859,ENFP,5,3,4,10,7,3,0,8,5,4,4,4,0,4,1,1,1,0,4,4,2,0,3,4,3,3,6,2,0,2,1,2,2,4,0,1,1,3,0,1,extraverted
3860,INFP,5,4,2,9,4,8,2,7,6,2,2,6,0,2,1,1,4,0,3,4,5,3,5,1,4,2,11,0,2,2,2,2,3,3,1,0,1,0,8,0,introverted
3861,ENTP,4,5,4,5,4,2,1,6,1,4,1,0,2,0,2,3,1,1,1,2,0,1,0,1,2,1,5,1,1,3,1,0,0,3,1,0,0,2,3,1,extraverted
3862,INTJ,10,5,8,5,7,7,2,9,6,6,0,2,3,1,0,1,1,3,3,3,1,0,2,1,2,1,6,1,3,1,0,1,9,3,3,3,0,0,0,2,introverted
3863,INTP,5,3,2,11,4,1,1,3,1,3,3,2,1,1,8,2,4,2,1,3,2,2,2,1,1,1,8,3,0,3,3,0,0,1,0,4,0,2,0,2,introverted
3864,INFP,13,10,4,15,8,5,1,24,7,6,1,4,4,4,5,1,6,2,2,4,6,1,5,2,6,8,8,3,3,2,2,2,1,8,1,3,3,0,5,8,introverted
3865,ENFJ,14,9,3,18,7,3,12,6,8,7,1,4,4,1,4,7,6,18,5,5,7,1,5,3,0,2,11,2,2,1,3,1,2,4,1,2,3,0,6,0,extraverted
3866,ISTP,4,10,5,27,8,4,7,4,1,7,0,2,2,2,3,11,8,2,3,4,4,1,3,2,0,1,7,1,0,1,10,0,2,5,2,4,2,3,0,4,introverted
3867,INTJ,14,17,3,13,5,4,7,11,5,7,1,8,5,5,8,3,3,1,2,13,3,5,10,5,2,2,11,3,4,0,1,2,1,6,1,3,4,2,1,3,introverted
3868,ENFJ,6,6,8,11,5,1,2,8,4,6,3,5,0,2,0,5,2,0,2,2,3,0,9,2,2,0,6,2,1,5,0,2,1,1,1,4,0,0,0,1,extraverted
3869,INTJ,7,4,2,15,13,1,3,5,6,2,0,5,4,4,5,2,5,4,9,10,1,3,4,0,1,2,8,3,4,0,3,1,4,2,2,4,0,1,0,1,introverted
3870,ISFJ,3,14,10,7,4,3,7,5,8,9,1,3,12,4,3,1,1,3,2,8,1,4,6,0,2,6,12,2,4,3,3,4,2,8,0,3,2,0,3,2,introverted
3871,INFP,7,2,4,16,2,2,1,10,8,1,11,3,1,3,1,2,1,6,4,5,5,1,7,1,1,2,10,7,0,6,5,1,1,1,2,4,1,1,2,0,introverted
3872,INFJ,17,8,16,17,4,4,5,12,7,3,1,10,0,3,5,1,7,4,5,14,4,0,6,1,2,7,10,5,4,7,5,4,4,3,4,0,2,3,0,2,introverted
3873,ISFP,7,6,2,13,10,3,7,9,4,10,1,6,14,5,4,3,2,4,3,2,3,2,4,1,0,2,10,3,1,3,3,0,3,3,1,2,0,4,0,0,introverted
3874,ISTJ,2,7,4,7,3,3,5,4,5,4,14,4,3,4,1,6,3,9,1,6,5,1,1,3,0,4,8,3,0,1,0,2,0,0,1,1,0,3,0,0,introverted
3875,INFJ,5,1,1,7,3,1,2,0,1,0,30,0,0,0,0,0,2,0,3,1,0,0,2,0,0,0,3,2,0,1,1,0,1,2,0,0,0,2,0,0,introverted
3876,ISTJ,10,7,1,13,4,7,1,15,8,8,3,5,4,0,4,1,8,9,4,4,4,4,7,2,2,4,12,5,2,3,3,4,3,6,2,5,2,0,5,3,introverted
3877,INTJ,14,9,2,11,5,5,6,7,2,5,0,9,0,3,0,3,0,7,3,3,5,3,7,0,1,3,7,2,1,0,1,1,2,1,3,4,1,2,2,0,introverted
3878,INTP,11,5,13,11,3,3,3,14,4,9,0,5,2,5,3,1,3,0,0,6,10,2,7,5,1,1,11,7,1,1,1,3,2,3,1,4,1,1,0,3,introverted
3879,INTJ,16,4,9,27,5,5,7,10,8,7,0,5,4,7,6,2,13,9,6,12,1,1,8,3,3,5,15,1,3,4,7,3,3,7,4,4,3,2,0,8,introverted
3880,ENFJ,7,1,9,15,7,6,7,21,12,9,2,12,3,5,3,4,2,8,1,7,0,4,6,9,2,1,12,3,2,0,2,1,6,1,2,4,0,0,0,2,extraverted
3881,INFP,4,12,2,9,2,4,7,6,6,14,2,5,4,2,9,2,3,5,5,4,4,6,2,1,2,1,13,1,1,5,3,1,1,8,5,4,5,2,10,0,introverted
3882,INTP,3,2,7,17,2,3,8,14,6,4,8,3,2,4,2,1,2,5,1,4,1,1,5,4,2,1,16,3,2,2,3,1,1,3,0,2,2,2,0,0,introverted
3883,ENFP,1,4,8,15,2,0,1,11,5,3,2,8,3,6,2,1,4,1,1,5,1,1,3,1,0,0,5,2,2,1,4,2,0,3,0,1,1,0,3,1,extraverted
3884,ISTJ,18,3,8,17,8,1,6,18,6,11,3,12,2,2,5,1,4,2,2,3,4,1,4,3,1,5,10,0,2,2,1,3,3,4,1,1,3,3,0,1,introverted
3885,INFJ,16,11,15,20,8,8,7,20,14,8,1,5,9,3,2,5,10,4,2,10,5,2,11,5,5,5,13,2,3,4,8,0,0,5,2,2,1,0,2,8,introverted
3886,ISFP,5,1,8,3,1,0,2,8,8,4,3,1,2,0,3,0,2,2,1,2,1,2,2,2,0,2,4,1,0,0,0,0,2,3,1,1,1,0,1,0,introverted
3887,ENFJ,9,8,4,14,7,1,3,18,10,7,1,5,1,2,7,2,1,0,2,4,3,3,1,1,0,4,12,3,0,5,2,3,0,1,0,3,0,3,0,1,extraverted
3888,ISTP,14,12,10,15,5,10,4,17,9,8,0,2,3,6,4,4,4,6,0,7,4,1,5,1,4,4,8,4,1,0,7,3,2,7,0,1,3,0,0,5,introverted
3889,INTJ,14,2,7,12,8,4,3,6,8,2,1,10,22,6,6,6,3,3,1,6,4,2,7,0,1,1,6,3,2,2,0,0,2,1,0,1,1,0,2,2,introverted
3890,ENTJ,21,4,8,17,7,0,10,20,4,11,0,2,2,5,1,0,7,1,3,8,4,6,6,5,0,0,15,3,3,2,6,3,1,5,3,4,2,2,0,6,extraverted
3891,INTJ,7,1,0,11,5,1,7,6,3,4,2,0,2,1,0,1,2,6,2,3,1,1,4,3,1,0,2,3,0,1,2,3,1,3,0,2,1,4,0,0,introverted
3892,INFP,6,3,2,8,3,5,7,7,4,5,0,5,12,0,7,3,3,5,7,4,2,0,3,1,4,7,4,2,2,3,3,1,2,7,8,4,3,2,4,0,introverted
3893,INFP,15,4,5,16,2,11,3,6,11,3,3,8,0,0,6,6,3,4,2,5,5,2,5,3,1,3,12,3,1,5,2,3,2,1,4,4,1,2,6,1,introverted
3894,INFP,6,8,5,13,6,5,1,8,5,0,5,8,3,3,6,3,2,17,2,8,4,4,8,5,1,3,15,1,2,5,3,2,3,3,2,1,0,1,9,4,introverted
3895,INFP,9,5,3,3,13,0,1,4,4,4,1,3,0,2,0,4,4,1,1,3,2,7,1,1,0,1,18,4,1,0,0,0,1,0,0,0,0,1,1,0,introverted
3896,INTJ,6,7,9,6,5,0,3,7,3,4,4,3,5,5,2,1,2,2,1,1,5,0,2,4,0,0,1,2,0,1,1,1,0,3,4,3,2,0,0,0,introverted
3897,INFP,17,1,6,12,8,21,8,11,7,5,1,6,1,7,3,2,2,9,3,2,5,4,2,2,1,4,11,0,1,3,3,7,4,6,4,2,3,1,5,0,introverted
3898,INFJ,3,6,9,13,4,1,3,6,2,7,9,4,3,1,4,2,6,9,5,3,1,3,5,1,3,2,9,5,1,0,2,2,2,5,3,1,1,2,1,1,introverted
3899,INFP,7,16,18,16,9,5,10,7,7,7,1,6,5,2,5,8,5,4,6,6,4,5,14,1,2,3,15,4,0,1,0,0,3,6,1,1,1,1,7,2,introverted
3900,INTJ,3,5,2,6,1,1,6,2,2,1,1,2,0,1,0,2,0,0,2,4,2,0,2,0,0,0,7,0,1,1,0,6,2,1,5,0,1,0,0,4,introverted
3901,ENFP,11,2,11,18,4,2,1,10,13,6,2,6,3,8,2,0,2,2,2,9,9,6,0,3,1,5,14,0,4,5,2,3,2,1,3,3,1,4,0,6,extraverted
3902,ENFP,16,9,6,19,8,5,6,11,7,6,0,3,6,5,3,6,5,12,6,4,5,5,5,3,6,4,17,1,1,2,1,3,2,6,2,3,4,2,2,2,extraverted
3903,ENTP,5,7,7,14,3,1,4,4,2,4,0,3,7,1,4,4,1,3,3,1,7,1,6,2,3,5,8,4,0,0,1,2,2,2,6,0,1,1,1,0,extraverted
3904,INFP,14,16,8,20,13,10,6,14,6,7,1,21,4,8,2,2,4,7,2,4,6,6,5,5,2,5,20,5,1,3,4,5,4,6,3,2,5,4,5,9,introverted
3905,INFJ,12,14,5,10,5,2,6,12,8,9,0,9,5,4,4,2,7,5,1,6,1,7,8,4,1,6,18,4,1,4,2,3,1,7,2,5,2,1,0,2,introverted
3906,INFP,15,12,15,18,17,6,10,15,14,9,0,4,4,4,4,4,4,5,4,13,3,2,4,2,7,5,11,7,4,6,4,6,6,7,2,7,3,2,2,0,introverted
3907,INFJ,16,4,9,31,14,16,3,11,11,16,2,17,1,6,7,3,1,13,3,8,5,6,4,1,7,2,14,7,0,7,2,3,1,5,6,4,1,1,0,1,introverted
3908,ENTJ,12,13,5,16,3,4,11,6,6,5,3,4,11,1,0,4,1,7,4,10,0,2,6,1,0,0,9,2,6,4,1,1,1,4,3,4,2,1,1,3,extraverted
3909,INTJ,7,8,7,9,2,2,15,6,1,5,1,3,9,5,0,3,6,0,0,13,3,1,12,1,2,3,3,3,1,1,2,3,1,4,0,0,3,2,0,1,introverted
3910,INFP,9,3,6,11,1,0,2,8,7,5,10,1,0,0,1,2,3,2,2,4,3,2,2,3,12,4,9,2,4,2,0,1,1,1,5,1,1,0,7,0,introverted
3911,INTJ,13,9,14,17,11,9,5,15,9,8,0,9,2,4,4,2,7,2,1,5,5,3,5,8,3,1,9,4,4,2,12,4,4,7,0,2,4,2,0,2,introverted
3912,ISFJ,8,9,6,12,10,7,5,27,10,5,0,11,4,2,3,5,3,4,3,3,3,4,6,3,1,5,16,2,1,3,0,2,2,5,2,3,4,9,1,5,introverted
3913,INTP,10,23,5,17,8,12,7,21,10,6,1,12,6,4,6,2,4,7,0,15,6,1,13,3,3,8,9,3,6,0,4,0,4,6,1,8,3,0,5,1,introverted
